source_ward_id,source_state,source_lga,source_ward,inec_ward_code,confidence,reason,action
1900,Kano,Kumbotso,Garun Gawa,KN-25-05,1.000,exact,loaded
1901,Kano,Kumbotso,Kumbotso,KN-25-06,1.000,exact,loaded
1902,Kano,Kumbotso,Kureken Sani,KN-25-07,1.000,exact,loaded
1903,Kano,Kumbotso,Mariri,KN-25-08,1.000,exact,loaded
1904,Kano,Kumbotso,Naibawa,KN-25-09,1.000,exact,loaded
1905,Kano,Kumbotso,Panshekara,KN-25-10,1.000,exact,loaded
1906,Kano,Kumbotso,Unguwar Rimi,KN-25-11,1.000,exact,loaded
1907,Kano,Kunchi,Bumai,KN-26-01,1.000,exact,loaded
1908,Kano,Kunchi,Garun Sheme,KN-26-02,1.000,exact,loaded
1909,Kano,Kunchi,Gwarmai,KN-26-03,1.000,exact,loaded
1910,Kano,Kunchi,Kasuwar Kuka,KN-26-04,1.000,exact,loaded
1911,Kano,Kunchi,Kunchi,KN-26-05,1.000,exact,loaded
1912,Kano,Kunchi,Matan Fada,KN-26-06,1.000,exact,loaded
1913,Kano,Kunchi,Ridawa,KN-26-07,1.000,exact,loaded
1914,Kano,Kunchi,Shamakawa,KN-26-08,1.000,exact,loaded
1915,Kano,Kunchi,Shuwaki,KN-26-09,1.000,exact,loaded
1916,Kano,Kunchi,Yandadi,KN-26-10,1.000,exact,loaded
1917,Kano,Kura,Dalili,KN-27-01,1.000,exact,loaded
1918,Kano,Kura,Dan Hassan,KN-27-02,1.000,exact,loaded
1919,Kano,Kura,Dukawa,KN-27-03,1.000,exact,loaded
1920,Kano,Kura,Gundutse,KN-27-04,1.000,exact,loaded
1921,Kano,Kura,Karfi,KN-27-05,1.000,exact,loaded
1922,Kano,Kura,Kosawa,KN-27-06,1.000,exact,loaded
1923,Kano,Kura,Kura Sarki,KN-27-07,1.000,exact,loaded
1924,Kano,Kura,Kurun Sumau,KN-27-08,1.000,exact,loaded
1925,Kano,Kura,Rigar Duka,KN-27-09,1.000,exact,loaded
1926,Kano,Kura,Tanawa,KN-27-10,1.000,exact,loaded
1927,Kano,Madobi,Burji,KN-28-01,1.000,exact,loaded
1928,Kano,Madobi,Cinkoso,KN-28-02,1.000,exact,loaded
1929,Kano,Madobi,Galinja,KN-28-03,1.000,exact,loaded
1930,Kano,Madobi,Gora,KN-28-04,1.000,exact,loaded
1931,Kano,Madobi,Kafin Agur,KN-28-05,1.000,exact,loaded
1932,Kano,Madobi,Kanwa,KN-28-06,1.000,exact,loaded
1933,Kano,Madobi,Kauran Mata,KN-28-07,1.000,exact,loaded
1934,Kano,Madobi,Kubaraci,KN-28-08,1.000,exact,loaded
1935,Kano,Madobi,Kwankwaso,KN-28-09,1.000,exact,loaded
1936,Kano,Madobi,Madobi,KN-28-10,1.000,exact,loaded
1937,Kano,Madobi,Rikadawa,KN-28-11,1.000,exact,loaded
1938,Kano,Madobi,Yakun,KN-28-12,1.000,exact,loaded
1939,Kano,Makoda,Babbar Ruga,KN-29-01,1.000,exact,loaded
1940,Kano,Makoda,Durma,KN-29-02,1.000,exact,loaded
1941,Kano,Makoda,Jibga,KN-29-03,1.000,exact,loaded
1942,Kano,Makoda,Kadan Dani,KN-29-04,1.000,exact,loaded
1943,Kano,Makoda,Koguna,KN-29-05,1.000,exact,loaded
1944,Kano,Makoda,Maitsidau,KN-29-07,1.000,exact,loaded
1945,Kano,Makoda,Makoda,KN-29-08,1.000,exact,loaded
1946,Kano,Makoda,Satame,KN-29-09,1.000,exact,loaded
1947,Kano,Makoda,Tabo,KN-29-06,1.000,exact,loaded
1948,Kano,Makoda,Tangaji,KN-29-10,1.000,exact,loaded
1949,Kano,Makoda,Wailare,KN-29-11,1.000,exact,loaded
1950,Kano,Minjibir,Azore,KN-30-01,1.000,exact,loaded
1951,Kano,Minjibir,Gandurwawa,KN-30-02,1.000,exact,loaded
1952,Kano,Minjibir,Kantama,KN-30-03,1.000,exact,loaded
1953,Kano,Minjibir,Kunya,KN-30-04,1.000,exact,loaded
1954,Kano,Minjibir,Kuru,KN-30-05,1.000,exact,loaded
1955,Kano,Minjibir,Kwarkiya,KN-30-06,1.000,exact,loaded
1956,Kano,Minjibir,Minjibir,KN-30-07,1.000,exact,loaded
1957,Kano,Minjibir,Sarbi,KN-30-08,1.000,exact,loaded
1958,Kano,Minjibir,Tsakiya,KN-30-09,1.000,exact,loaded
1959,Kano,Minjibir,Tsakuwa,KN-30-10,1.000,exact,loaded
1960,Kano,Minjibir,Wasai,KN-30-11,1.000,exact,loaded
1961,Kano,Nassarawa,Dakata,,0.000,no_lga,skipped_no_match
1962,Kano,Nassarawa,Gama,,0.000,no_lga,skipped_no_match
1963,Kano,Nassarawa,Gawuna,,0.000,no_lga,skipped_no_match
1964,Kano,Nassarawa,Giginyu,,0.000,no_lga,skipped_no_match
1965,Kano,Nassarawa,Gwagwarwa,,0.000,no_lga,skipped_no_match
1966,Kano,Nassarawa,Hotoro North,,0.000,no_lga,skipped_no_match
1967,Kano,Nassarawa,Hotoro South,,0.000,no_lga,skipped_no_match
1968,Kano,Nassarawa,Kaura Goje,,0.000,no_lga,skipped_no_match
1969,Kano,Nassarawa,Kawaji,,0.000,no_lga,skipped_no_match
1970,Kano,Nassarawa,Tudun Murtala,,0.000,no_lga,skipped_no_match
1971,Kano,Nassarawa,Tudun Wada,,0.000,no_lga,skipped_no_match
1972,Kano,Rano,Lausu,KN-32-02,1.000,exact,loaded
1973,Kano,Rano,Madachi,KN-32-03,1.000,exact,loaded
1974,Kano,Rano,Rano Dawaki,KN-32-01,1.000,exact,loaded
1975,Kano,Rano,Rano Sabon Gari,KN-32-04,1.000,exact,loaded
1976,Kano,Rano,Rurum Sabon Gari,KN-32-05,1.000,exact,loaded
1977,Kano,Rano,Rurum Tsohon Gari,KN-32-06,1.000,exact,loaded
1978,Kano,Rano,Saji,KN-32-07,1.000,exact,loaded
1979,Kano,Rano,Yalwa,KN-32-08,1.000,exact,loaded
1980,Kano,Rano,Zinyau,KN-32-09,1.000,exact,loaded
1981,Kano,Rano,Zurgu,KN-32-10,1.000,exact,loaded
1982,Kano,Rimin Gado,Butu-Butu,KN-33-01,1.000,exact,loaded
1983,Kano,Rimin Gado,Dawakin Gulu,KN-33-02,1.000,exact,loaded
1984,Kano,Rimin Gado,Doka Dawa,KN-33-03,1.000,exact,loaded
1985,Kano,Rimin Gado,Dugurawa,KN-33-04,1.000,exact,loaded
1986,Kano,Rimin Gado,Gulu,KN-33-05,1.000,exact,loaded
1987,Kano,Rimin Gado,Jili,KN-33-06,1.000,exact,loaded
1988,Kano,Rimin Gado,Karofin Yashi,KN-33-07,1.000,exact,loaded
1989,Kano,Rimin Gado,Rimin Gado,KN-33-08,1.000,exact,loaded
1990,Kano,Rimin Gado,Sakara Tsa,KN-33-09,1.000,exact,loaded
1991,Kano,Rimin Gado,Tamawa,KN-33-10,1.000,exact,loaded
1992,Kano,Rimin Gado,Yalwan Danziyal,KN-33-11,1.000,exact,loaded
1993,Kano,Rimin Gado,Zango,KN-33-12,1.000,exact,loaded
1994,Kano,Rogo,Beli,KN-34-01,1.000,exact,loaded
1995,Kano,Rogo,Falgore,KN-34-02,1.000,exact,loaded
1996,Kano,Rogo,Fulatan,KN-34-03,1.000,exact,loaded
1997,Kano,Rogo,Gwangwan,KN-34-04,1.000,exact,loaded
1998,Kano,Rogo,Jajaye,KN-34-05,1.000,exact,loaded
1999,Kano,Rogo,Rogo Ruma,KN-34-06,1.000,exact,loaded
2000,Kano,Rogo,Rogo Sabon Gari,KN-34-07,1.000,exact,loaded
2001,Kano,Rogo,Ruwan Bago,KN-34-08,1.000,exact,loaded
2002,Kano,Rogo,Zarewa,KN-34-09,1.000,exact,loaded
2003,Kano,Rogo,Zoza,KN-34-10,1.000,exact,loaded
2004,Kano,Shanono,Alajawa,KN-35-01,1.000,exact,loaded
2005,Kano,Shanono,Dutsen Bakoshi,KN-35-02,1.000,exact,loaded
2006,Kano,Shanono,Faruruwa,KN-35-03,1.000,exact,loaded
2007,Kano,Shanono,Goron Dutse,KN-35-04,1.000,exact,loaded
2008,Kano,Shanono,Kadamu,KN-35-05,1.000,exact,loaded
2009,Kano,Shanono,Kokiya,KN-35-06,1.000,exact,loaded
2010,Kano,Shanono,Leni,KN-35-07,1.000,exact,loaded
2011,Kano,Shanono,Shakogi,KN-35-08,1.000,exact,loaded
2012,Kano,Shanono,Shanono,KN-35-09,1.000,exact,loaded
2013,Kano,Shanono,Tsaure,KN-35-10,1.000,exact,loaded
2014,Kano,Sumaila,Gala,KN-36-01,1.000,exact,loaded
2015,Kano,Sumaila,Gani,KN-36-02,1.000,exact,loaded
2016,Kano,Sumaila,Garfa,KN-36-03,1.000,exact,loaded
2017,Kano,Sumaila,Gediya,KN-36-04,1.000,exact,loaded
2018,Kano,Sumaila,Kanawa,KN-36-05,1.000,exact,loaded
2019,Kano,Sumaila,Magami,KN-36-06,1.000,exact,loaded
2020,Kano,Sumaila,Massu,KN-36-07,1.000,exact,loaded
2021,Kano,Sumaila,Rimi,KN-36-08,1.000,exact,loaded
2022,Kano,Sumaila,Rumo,KN-36-09,1.000,exact,loaded
2023,Kano,Sumaila,Sitti,KN-36-10,1.000,exact,loaded
2024,Kano,Sumaila,Sumaila,KN-36-11,1.000,exact,loaded
2025,Kano,Takai,Bagwaro,KN-37-01,1.000,exact,loaded
2026,Kano,Takai,Durbunde,KN-37-02,1.000,exact,loaded
2027,Kano,Takai,Fajewa,KN-37-03,1.000,exact,loaded
2028,Kano,Takai,Falali,KN-37-04,1.000,exact,loaded
2029,Kano,Takai,Farun Ruwa,KN-37-05,1.000,exact,loaded
2030,Kano,Takai,Kachako,KN-37-06,1.000,exact,loaded
2031,Kano,Takai,Karfi,KN-37-07,1.000,exact,loaded
2032,Kano,Takai,Kuka,KN-37-08,1.000,exact,loaded
2033,Kano,Takai,Takai,KN-37-09,1.000,exact,loaded
2034,Kano,Takai,Zuga,KN-37-10,1.000,exact,loaded
2035,Kano,Tarauni,Babban Giji,KN-38-01,1.000,exact,loaded
2036,Kano,Tarauni,Darmanawa,KN-38-02,1.000,exact,loaded
2037,Kano,Tarauni,Daurawa,KN-38-03,1.000,exact,loaded
2038,Kano,Tarauni,Gyadi Gyadi Arewa,KN-38-04,1.000,exact,loaded
2039,Kano,Tarauni,Gyadi Gyadi Kudu,KN-38-05,1.000,exact,loaded
2040,Kano,Tarauni,Hotoro,KN-38-06,1.000,exact,loaded
2041,Kano,Tarauni,Tarauni,KN-38-08,1.000,exact,loaded
2042,Kano,Tarauni,Unguwa Uku Cikin Gari,KN-38-10,1.000,exact,loaded
2043,Kano,Tarauni,Unguwa Uku Kauyen Alu,KN-38-07,1.000,exact,loaded
2044,Kano,Tarauni,Unguwar Gano,KN-38-09,1.000,exact,loaded
2045,Kano,Tofa,Dindere,KN-39-01,1.000,exact,loaded
2046,Kano,Tofa,Doka,KN-39-02,1.000,exact,loaded
2047,Kano,Tofa,Gajida,KN-39-03,1.000,exact,loaded
2048,Kano,Tofa,Ginsawa,KN-39-04,1.000,exact,loaded
2049,Kano,Tofa,Janguza,KN-39-06,1.000,exact,loaded
2050,Kano,Tofa,Jauben Kudu,KN-39-05,1.000,exact,loaded
2051,Kano,Tofa,Kwami,KN-39-07,1.000,exact,loaded
2052,Kano,Tofa,Lambu,KN-39-08,1.000,exact,loaded
2053,Kano,Tofa,Langel,KN-39-09,1.000,exact,loaded
2054,Kano,Tofa,Tofa,KN-39-10,1.000,exact,loaded
2055,Kano,Tofa,Unguwar Rimi,KN-39-11,1.000,exact,loaded
2056,Kano,Tofa,Wangara,KN-39-12,1.000,exact,loaded
2057,Kano,Tofa,Yalwa Karama,KN-39-13,1.000,exact,loaded
2058,Kano,Tofa,Yanoko,KN-39-14,1.000,exact,loaded
2059,Kano,Tofa,Yarimawa,KN-39-15,1.000,exact,loaded
2060,Kano,Tsanyawa,Daddarawa,KN-40-01,1.000,exact,loaded
2061,Kano,Tsanyawa,Dunbulum,KN-40-02,1.000,exact,loaded
2062,Kano,Tsanyawa,Gozarki,KN-40-03,1.000,exact,loaded
2063,Kano,Tsanyawa,Gurun,KN-40-04,1.000,exact,loaded
2064,Kano,Tsanyawa,Kabagiwa,KN-40-05,1.000,exact,loaded
2065,Kano,Tsanyawa,Tatsan,KN-40-06,1.000,exact,loaded
2066,Kano,Tsanyawa,Tsanyawa,KN-40-07,1.000,exact,loaded
2067,Kano,Tsanyawa,Yanganau,KN-40-08,1.000,exact,loaded
2068,Kano,Tsanyawa,Yankamaye,KN-40-09,1.000,exact,loaded
2069,Kano,Tsanyawa,Zarogi,KN-40-10,1.000,exact,loaded
2070,Kano,Tudun Wada,Baburi,KN-41-01,1.000,exact,loaded
2071,Kano,Tudun Wada,Burum-Burum,KN-41-02,1.000,exact,loaded
2072,Kano,Tudun Wada,Dalawa,KN-41-03,1.000,exact,loaded
2073,Kano,Tudun Wada,Jandutse,KN-41-04,1.000,exact,loaded
2074,Kano,Tudun Wada,Jita,KN-41-05,1.000,exact,loaded
2075,Kano,Tudun Wada,Karefa,KN-41-06,1.000,exact,loaded
2076,Kano,Tudun Wada,Nata-Ala,KN-41-07,1.000,exact,loaded
2077,Kano,Tudun Wada,Sabon Gari,KN-41-08,1.000,exact,loaded
2078,Kano,Tudun Wada,Shuwaki,KN-41-10,1.000,exact,loaded
2079,Kano,Tudun Wada,Tsohon Gari,KN-41-09,1.000,exact,loaded
2080,Kano,Tudun Wada,Yaryasa,KN-41-11,1.000,exact,loaded
2081,Kano,Ungogo,Bachirawa,KN-42-01,1.000,exact,loaded
2082,Kano,Ungogo,Fanisau,KN-42-05,1.000,exact,loaded
2083,Kano,Ungogo,Gayawa,KN-42-02,1.000,exact,loaded
2084,Kano,Ungogo,Kadawa,KN-42-03,1.000,exact,loaded
2085,Kano,Ungogo,Karo,KN-42-04,1.000,exact,loaded
2086,Kano,Ungogo,Rangaza,KN-42-06,1.000,exact,loaded
2087,Kano,Ungogo,Rijiyar Zaki,KN-42-07,1.000,exact,loaded
2088,Kano,Ungogo,Tudun Fulani,KN-42-08,1.000,exact,loaded
2089,Kano,Ungogo,Ungogo,KN-42-09,1.000,exact,loaded
2090,Kano,Ungogo,Yada Kunya,KN-42-10,1.000,exact,loaded
2091,Kano,Ungogo,Zango,KN-42-11,1.000,exact,loaded
2092,Kano,Warawa,Amarawa,KN-43-01,1.000,exact,loaded
2093,Kano,Warawa,Danlasan,KN-43-02,1.000,exact,loaded
2094,Kano,Warawa,Garin Dau,KN-43-03,1.000,exact,loaded
2095,Kano,Warawa,Gogel,KN-43-04,1.000,exact,loaded
2096,Kano,Warawa,Imawa,KN-43-05,1.000,exact,loaded
2097,Kano,Warawa,Jemagu,KN-43-06,1.000,exact,loaded
2098,Kano,Warawa,Jigawa,KN-43-07,1.000,exact,loaded
2099,Kano,Warawa,Juma Galadima,KN-43-08,1.000,exact,loaded
2100,Kano,Warawa,Katarkawa,KN-43-09,1.000,exact,loaded
2101,Kano,Warawa,Madari,KN-43-10,1.000,exact,loaded
2102,Kano,Warawa,Tamburawar Gabas,KN-43-11,1.000,exact,loaded
2103,Kano,Warawa,Tanagar,KN-43-12,1.000,exact,loaded
2104,Kano,Warawa,Warawa,KN-43-13,1.000,exact,loaded
2105,Kano,Warawa,Yandalla,KN-43-14,1.000,exact,loaded
2106,Kano,Warawa,Yangizo,KN-43-15,1.000,exact,loaded
2107,Kano,Wudil,Achika,KN-44-01,1.000,exact,loaded
2108,Kano,Wudil,Dagumawa,KN-44-02,1.000,exact,loaded
2109,Kano,Wudil,Dankaza,KN-44-03,1.000,exact,loaded
2110,Kano,Wudil,Darki,KN-44-04,1.000,exact,loaded
2111,Kano,Wudil,Indabo,KN-44-05,1.000,exact,loaded
2112,Kano,Wudil,Kausani,KN-44-06,1.000,exact,loaded
2113,Kano,Wudil,Lajawa,KN-44-07,1.000,exact,loaded
2114,Kano,Wudil,Sabon Gari,KN-44-08,1.000,exact,loaded
2115,Kano,Wudil,Utai,KN-44-09,1.000,exact,loaded
2116,Kano,Wudil,Wudil,KN-44-10,1.000,exact,loaded
2117,Katsina,Bakori,Bakori A,KT-01-01,1.000,exact,loaded
2118,Katsina,Bakori,Bakori B,KT-01-02,1.000,exact,loaded
2119,Katsina,Bakori,Barde Kwantakwaran,KT-01-07,1.000,exact,loaded
2120,Katsina,Bakori,Dawa Musa,KT-01-04,1.000,exact,loaded
2121,Katsina,Bakori,Guga,KT-01-10,1.000,exact,loaded
2122,Katsina,Bakori,Jargaba,KT-01-08,1.000,exact,loaded
2123,Katsina,Bakori,Kabomo,KT-01-06,1.000,exact,loaded
2124,Katsina,Bakori,Kakumi,KT-01-09,1.000,exact,loaded
2125,Katsina,Bakori,Kandarawa,KT-01-11,1.000,exact,loaded
2126,Katsina,Bakori,Kurami Yankwani,KT-01-03,1.000,exact,loaded
2127,Katsina,Bakori,Tsiga,KT-01-05,1.000,exact,loaded
2128,Katsina,Batagarawa,Ajiwa,KT-02-04,1.000,exact,loaded
2129,Katsina,Batagarawa,Bakiyawa,KT-02-08,1.000,exact,loaded
2130,Katsina,Batagarawa,Barawa,KT-02-07,1.000,exact,loaded
2131,Katsina,Batagarawa,Batagarawa,,0.000,ambiguous,skipped_no_match
2132,Katsina,Batagarawa,Dabaibayawa,,0.737,no_ward,skipped_no_match
2133,Katsina,Batagarawa,Dandagoro,KT-02-03,1.000,exact,loaded
2134,Katsina,Batagarawa,Jino,KT-02-06,1.000,exact,loaded
2135,Katsina,Batagarawa,Kayauki,KT-02-09,1.000,exact,loaded
2136,Katsina,Batagarawa,Tsanni,KT-02-05,1.000,exact,loaded
2137,Katsina,Batagarawa,Yargamji,KT-02-10,1.000,exact,loaded
2138,Katsina,Batsari,Abadau Kagara,KT-03-04,1.000,exact,loaded
2139,Katsina,Batsari,Batsari,KT-03-01,1.000,exact,loaded
2140,Katsina,Batsari,Dan Alhaji Yangayya,KT-03-07,1.000,exact,loaded
2141,Katsina,Batsari,Darini Magaji Abu,KT-03-09,1.000,exact,loaded
2142,Katsina,Batsari,Kandawa,KT-03-06,1.000,exact,loaded
2143,Katsina,Batsari,Karare,KT-03-10,1.000,exact,loaded
2144,Katsina,Batsari,Madogara,KT-03-11,1.000,exact,loaded
2145,Katsina,Batsari,Manawa,KT-03-02,1.000,exact,loaded
2146,Katsina,Batsari,Rumah,KT-03-08,1.000,exact,loaded
2147,Katsina,Batsari,Wagini,KT-03-03,1.000,exact,loaded
2148,Katsina,Batsari,Yau-Yau Malamawa,KT-03-05,1.000,exact,loaded
2149,Katsina,Baure,Babban Mutum,KT-04-02,1.000,exact,loaded
2150,Katsina,Baure,Baure,KT-04-05,1.000,exact,loaded
2151,Katsina,Baure,Dankum,KT-04-12,1.000,exact,loaded
2152,Katsina,Baure,Faski,KT-04-07,1.000,exact,loaded
2153,Katsina,Baure,Garki,KT-04-08,1.000,exact,loaded
2154,Katsina,Baure,Hui,KT-04-11,1.000,exact,loaded
2155,Katsina,Baure,Maibara,KT-04-10,1.000,exact,loaded
2156,Katsina,Baure,Mudiri,KT-04-04,1.000,exact,loaded
2157,Katsina,Baure,Taramnawa,KT-04-03,1.000,exact,loaded
2158,Katsina,Baure,Unguwar Rai,KT-04-06,1.000,exact,loaded
2159,Katsina,Baure,Yanduna,KT-04-09,1.000,exact,loaded
2160,Katsina,Baure,Yanmaulu,KT-04-01,1.000,exact,loaded
2161,Katsina,Bindawa,Baure,KT-05-08,1.000,exact,loaded
2162,Katsina,Bindawa,Bindawa,KT-05-02,1.000,exact,loaded
2163,Katsina,Bindawa,Dallaje,KT-05-04,1.000,exact,loaded
2164,Katsina,Bindawa,Doro,KT-05-07,1.000,exact,loaded
2165,Katsina,Bindawa,Gaiwa,KT-05-11,1.000,exact,loaded
2166,Katsina,Bindawa,Giremawa,KT-05-10,1.000,exact,loaded
2167,Katsina,Bindawa,Jibawa,KT-05-06,1.000,exact,loaded
2168,Katsina,Bindawa,Kamri,KT-05-01,1.000,exact,loaded
2169,Katsina,Bindawa,Shibdawa,KT-05-05,1.000,exact,loaded
2170,Katsina,Bindawa,Tama,KT-05-03,1.000,exact,loaded
2171,Katsina,Bindawa,Yangora,KT-05-09,1.000,exact,loaded
2172,Katsina,Charanchi,Banye,KT-06-09,1.000,exact,loaded
2173,Katsina,Charanchi,Charanchi,KT-06-01,1.000,exact,loaded
2174,Katsina,Charanchi,Doka,KT-06-10,1.000,exact,loaded
2175,Katsina,Charanchi,Ganuwa,KT-06-05,1.000,exact,loaded
2176,Katsina,Charanchi,Koda,KT-06-07,1.000,exact,loaded
2177,Katsina,Charanchi,Kuraye,KT-06-08,1.000,exact,loaded
2178,Katsina,Charanchi,Majen Wayya,KT-06-04,1.000,exact,loaded
2179,Katsina,Charanchi,Radda,KT-06-03,1.000,exact,loaded
2180,Katsina,Charanchi,Safana,KT-06-02,1.000,exact,loaded
2181,Katsina,Charanchi,Tsakatsa,KT-06-06,1.000,exact,loaded
2182,Katsina,Dan Musa,Dan Ali,,0.000,ambiguous,skipped_no_match
2183,Katsina,Dan Musa,Dan Musa A,KT-09-03,1.000,exact,loaded
2184,Katsina,Dan Musa,Dan Musa B,KT-09-04,1.000,exact,loaded
2185,Katsina,Dan Musa,Dandire A,KT-09-08,1.000,exact,loaded
2186,Katsina,Dan Musa,Dandire B,KT-09-09,1.000,exact,loaded
2187,Katsina,Dan Musa,Maidabino A,KT-09-06,1.000,exact,loaded
2188,Katsina,Dan Musa,Maidabino B,KT-09-07,1.000,exact,loaded
2189,Katsina,Dan Musa,Mara A,KT-09-01,1.000,exact,loaded
2190,Katsina,Dan Musa,Mara B,KT-09-01,0.800,needs_review,skipped_low_confidence
2191,Katsina,Dan Musa,Yantumaki A,KT-09-10,1.000,exact,loaded
2192,Katsina,Dan Musa,Yantumaki B,KT-09-11,1.000,exact,loaded
2193,Katsina,Dandume,Dandume A,KT-07-04,1.000,exact,loaded
2194,Katsina,Dandume,Dandume B,KT-07-05,1.000,exact,loaded
2195,Katsina,Dandume,Dansoda,,0.625,no_ward,skipped_no_match
2196,Katsina,Dandume,Dantankari,KT-07-08,1.000,exact,loaded
2197,Katsina,Dandume,Magaji Wando,,0.000,ambiguous,skipped_no_match
2198,Katsina,Dandume,Mahuta A,KT-07-01,1.000,exact,loaded
2199,Katsina,Dandume,Mahuta B,KT-07-02,1.000,exact,loaded
2200,Katsina,Dandume,Mahuta C,KT-07-03,1.000,exact,loaded
2201,Katsina,Dandume,Maikwama,KT-07-09,1.000,exact,loaded
2202,Katsina,Dandume,Tumburkai A,KT-07-06,1.000,exact,loaded
2203,Katsina,Dandume,Tumburkai B,KT-07-07,1.000,exact,loaded
2204,Katsina,Danja,Dabai,KT-08-06,1.000,exact,loaded
2205,Katsina,Danja,Danja A,KT-08-03,1.000,exact,loaded
2206,Katsina,Danja,Danja B,KT-08-04,1.000,exact,loaded
2207,Katsina,Danja,Jiba,KT-08-01,1.000,exact,loaded
2208,Katsina,Danja,Kahuta A,KT-08-09,1.000,exact,loaded
2209,Katsina,Danja,Kahuta B,KT-08-10,1.000,exact,loaded
2210,Katsina,Danja,Tandama,KT-08-02,1.000,exact,loaded
2211,Katsina,Danja,Tsangamawa,KT-08-05,1.000,exact,loaded
2212,Katsina,Danja,Yakaji A,KT-08-07,1.000,exact,loaded
2213,Katsina,Danja,Yakaji B,KT-08-08,1.000,exact,loaded
2214,Katsina,Daura,Kusugu,KT-10-05,1.000,exact,loaded
2215,Katsina,Daura,Madobi A,KT-10-10,1.000,exact,loaded
2216,Katsina,Daura,Madobi B,KT-10-11,1.000,exact,loaded
2217,Katsina,Daura,Mazoji A,KT-10-06,1.000,exact,loaded
2218,Katsina,Daura,Mazoji B,KT-10-07,1.000,exact,loaded
2219,Katsina,Daura,Sabon Gari,KT-10-09,1.000,exact,loaded
2220,Katsina,Daura,Sarkin Yara A,KT-10-01,1.000,exact,loaded
2221,Katsina,Daura,Sarkin Yara B,KT-10-02,1.000,exact,loaded
2222,Katsina,Daura,Tudun Wada,KT-10-08,1.000,exact,loaded
2223,Katsina,Daura,Ubandawaki A,KT-10-03,1.000,exact,loaded
2224,Katsina,Daura,Ubandawaki B,KT-10-04,1.000,exact,loaded
2225,Katsina,Dutsi,Dan Aunai,KT-11-01,1.000,exact,loaded
2226,Katsina,Dutsi,Dutsi A,KT-11-04,1.000,exact,loaded
2227,Katsina,Dutsi,Dutsi B,KT-11-05,1.000,exact,loaded
2228,Katsina,Dutsi,Kayawa,KT-11-10,1.000,exact,loaded
2229,Katsina,Dutsi,Ruwan Kaya A,KT-11-02,1.000,exact,loaded
2230,Katsina,Dutsi,Ruwan Kaya B,KT-11-03,1.000,exact,loaded
2231,Katsina,Dutsi,Sirika A,KT-11-08,1.000,exact,loaded
2232,Katsina,Dutsi,Sirika B,KT-11-09,1.000,exact,loaded
2233,Katsina,Dutsi,Yamel A,KT-11-06,1.000,exact,loaded
2234,Katsina,Dutsi,Yamel B,KT-11-07,1.000,exact,loaded
2235,Katsina,Dutsin Ma,Bagagadi,KT-12-09,1.000,exact,loaded
2236,Katsina,Dutsin Ma,Dabawa,KT-12-11,1.000,exact,loaded
2237,Katsina,Dutsin Ma,Dutsinma A,KT-12-01,1.000,exact,loaded
2238,Katsina,Dutsin Ma,Dutsinma B,KT-12-02,1.000,exact,loaded
2239,Katsina,Dutsin Ma,Karofi A,KT-12-04,1.000,exact,loaded
2240,Katsina,Dutsin Ma,Karofi B,KT-12-05,1.000,exact,loaded
2241,Katsina,Dutsin Ma,Kuki A,KT-12-06,1.000,exact,loaded
2242,Katsina,Dutsin Ma,Kuki B,KT-12-07,1.000,exact,loaded
2243,Katsina,Dutsin Ma,Kutawa,KT-12-08,1.000,exact,loaded
2244,Katsina,Dutsin Ma,Makera,KT-12-10,1.000,exact,loaded
2245,Katsina,Dutsin Ma,Shema,KT-12-03,1.000,exact,loaded
2246,Katsina,Faskari,Daudawa,KT-13-04,1.000,exact,loaded
2247,Katsina,Faskari,Faskari,KT-13-08,1.000,exact,loaded
2248,Katsina,Faskari,Mai Gora,KT-13-10,1.000,exact,loaded
2249,Katsina,Faskari,Mairua,KT-13-03,1.000,exact,loaded
2250,Katsina,Faskari,Ruwan Godiya,KT-13-06,1.000,exact,loaded
2251,Katsina,Faskari,Sabon Layi,KT-13-09,1.000,exact,loaded
2252,Katsina,Faskari,Sheme,KT-13-02,1.000,exact,loaded
2253,Katsina,Faskari,Tafoki,KT-13-05,1.000,exact,loaded
2254,Katsina,Faskari,Yankara,,0.571,no_ward,skipped_no_match
2255,Katsina,Faskari,Yar Malamai,KT-13-07,1.000,exact,loaded
2256,Katsina,Funtua,Anguwan Musa,KT-14-05,1.000,exact,loaded
2257,Katsina,Funtua,Anguwar Ibrahim,KT-14-03,0.786,needs_review,skipped_low_confidence
2258,Katsina,Funtua,Dandutse,KT-14-01,1.000,exact,loaded
2259,Katsina,Funtua,Dukke,KT-14-06,1.000,exact,loaded
2260,Katsina,Funtua,Goya,KT-14-08,1.000,exact,loaded
2261,Katsina,Funtua,Maigamji,KT-14-09,1.000,exact,loaded
2262,Katsina,Funtua,Makera,KT-14-07,1.000,exact,loaded
2263,Katsina,Funtua,Maska,KT-14-10,1.000,exact,loaded
2264,Katsina,Funtua,Nasarawa,,0.462,no_ward,skipped_no_match
2265,Katsina,Funtua,Sabon Gari,KT-14-02,1.000,exact,loaded
2266,Katsina,Funtua,Tudun Iya,KT-14-11,1.000,exact,loaded
2267,Katsina,Ingawa,Agayawa,KT-15-04,1.000,exact,loaded
2268,Katsina,Ingawa,Bareruwa,KT-15-09,1.000,exact,loaded
2269,Katsina,Ingawa,Dara,KT-15-11,1.000,exact,loaded
